company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Greaves Travel LLC,https://greavestravel.com,United States,36,Unknown,,Greaves Travel Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28374
"D&S, Inc.",https://d8s.co.jp,United States,11,Unknown,,"D&S, Inc.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28425
Alexa Management,https://alexamgmt.com,United States,16,Unknown,,Alexa MGMT,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28510
Seven Skies,https://sevenskies.com,United States,15,Unknown,,Luxury Experience | Unique Travel | Exotic Adventure | Seven Skies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28701
Starboard Hotels,https://starboardhotels.com,United Kingdom,98,Unknown,,Starboard Hotels | Owner and Operator of UK Based Hotels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28839
The Dolphin Company,https://thedolphinco.com,Mexico,170,Unknown,,Welcome to the Dolphin Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28856
PriceTravel Holding,https://pricetravelholding.com,Mexico,1000,Unknown,,PriceTravel Holding – Sitio corporativo de PriceTravel Holding,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28870
Riverside County Transportation Commission (RCTC),https://rctc.org,United States,58,Unknown,,Transportation Solutions - Riverside County Transportation Commission,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,28928
FUN AND SUN,https://fstravel.com,Russia,620,Unknown,,"       Официальный сайт туроператора FUN&SUN (ex TUI) - купить путевки по низким ценам в 2025 году
 ",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29094
Baywood Hotels,https://baywoodhotels.com,United States,440,Unknown,,Baywood Hotels Inc - Hotel Management & Development Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29100
Berkeley Travel ltd,https://berkeleytravel.co.uk,United Kingdom,16,Unknown,,Luxury Travel Agency in London | Berkeley Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29264
TransPod,https://transpod.com,Canada,17,Unknown,,The 5th mode of transportation - TransPod,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29429
Vestige Collection,https://vestigecollection.com,United Kingdom,54,Unknown,,Vestige Collection - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29444
Reservamos,https://reservamos.tech,Mexico,120,Unknown,,Reservamos,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29603
mevuelo.com,https://mevuelo.com,United States,76,Unknown,,"MeVuelo | Promociones en paquetes vacacionales, vuelos baratos internacionales, hoteles baratos y ofertas de viaje.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29607
Palacios Murphy,https://palaciosmurphy.com,United States,17,Unknown,,Home - Palacios Murphy,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29643
Property Valet,https://propertyvalet.ca,Canada,23,Unknown,,"Book your Vacation Rental in Ontario, Quebec, and B.C. | Property Valet",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29672
Gabriel House of Care,https://gabrielhouseofcare.org,United States,16,Unknown,,Gabriel House of Care ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29682
Ellis Hospitality,https://ellishospitality.com,United States,28,Unknown,,Ellis Hospitality | Top Ranked Hotel Management Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29685
Girl About Town,https://girlabouttown.org,United States,16,Unknown,,Bachelorette Party Planning & Travel Concierge | Girl About Town,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29706
Sprague Hotel Developers,https://spraguehotels.com,United States,40,Unknown,,Sprague Hotel Developers,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29743
Worldwide Chauffeur Services,https://devinescs.com,United Kingdom,27,Unknown,,Devines Chauffeur Services Ireland Luxury Corporate Executive & VIP,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29747
Mint Julep Experiences,https://mintjuleptours.com,United States,42,Unknown,,Top Rated Tours & Experiences Since 2008 | Mint Julep,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29775
Cambodia Airports,https://cambodia-airports.aero,United States,360,Unknown,,Cambodia Airports,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29782
Oklahoma Tourism and Recreation Department,https://travelok.com,United States,130,Unknown,,TravelOK.com Homepage | TravelOK.com - Oklahoma's Official Travel & Tourism Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29815
Kinseth Hospitality Companies,https://kinseth.com,United States,380,Unknown,,Hotel Management Companies | Kinseth Hospitality Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29816
The Steamship Authority,https://steamshipauthority.com,United States,150,Unknown,,Nantucket & Martha’s Vineyard High Speed & Car Ferry | The Steamship Authority,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29945
CommuteAir,https://commuteair.com,United States,920,Unknown,,CommuteAir • ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29952
"Castlerock Asset Management, LLC.",https://castlerockam.com,United States,33,Unknown,,Castlerock Asset Management - Standout Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29962
Flight Centre Travel Group,https://fctgl.com,United Kingdom,12000,Unknown,,FCTG,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,29986
Seattle Hospitality,https://shgllc.com,United States,15,Unknown,,Seattle Hospitality Group ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30000
Park Place Lodge,https://parkplacelodge.com,Canada,16,Unknown,,Fernie Hotel Accommodations & Restaurant - Park Place Lodge,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30035
West Jefferson Coffee House,https://visitnc.com,United States,11,Unknown,,Visit North Carolina | Official NC Travel & Tourism Website | VisitNC.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30053
Catoctin Creek Distilling Company,https://catoctincreekdistilling.com,United States,15,Unknown,,Catoctin Creek® - The Virginia Rye Whisky™,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30057
The Hotel Guy,https://thehotelguy.com,United States,17,Unknown,,"The Hotel Guy  – The Hotel Guy provides Ad Agencies and Production Companies unparalleled access to value, service and VIP benefits most companies don’t know exist. Our a ccess comes from years of deep industry relationships and successful partnerships. We are truly focused on all aspects of agency and production travel.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30063
Toronto Food Tours Inc.,https://tofoodtours.com,Canada,13,Unknown,,TO Food Tours - We have something Delicious for everyone,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30090
Milne Travel,https://milnetravel.com,United States,58,Unknown,,Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30164
Piedmont Authority for Regional Transportation (PART),https://partnc.org,United States,34,Unknown,,"PART, NC | Official Website",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30187
Jet Air Group,https://jetairgroup.com,United States,53,Unknown,,Jet Air Group | Locally Owned by Pilots | Green Bay's Premier FBO,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30212
Grosvenor House Suites,https://grosvenorhousesuites.com,United Kingdom,78,Unknown,,"Grosvenor House Suites | Luxury Serviced Apartments, London",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30223
AVR Realty Company,https://avrrealty.com,United States,74,Unknown,,AVR Realty Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30244
Crown Cab,https://crowncabinc.com,United States,23,Unknown,,"Crown Cab: Best Taxi Service in Charlotte, NC!",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30255
Renascent Hospitality,https://renascenthospitality.com,United States,29,Unknown,,Renascent Hospitality Offerings,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30262
Burkhalter Travel,https://burkhaltertravel.com,United States,33,Unknown,,Burkhalter Travel & Cruise Shoppe,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30264
The Wurzak Hotel Group,https://wurzakhotels.com,United States,75,Unknown,,Wurzak Hotel Group | Hotel Groups | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30266
Diamond Hotels Management Inc.,https://diamondhotels.ca,Canada,36,Unknown,,Diamond Hotels Management Inc.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30279
commonwealth worldwide executive transportation,https://commonwealthlimo.com,United States,83,Unknown,,Corporate Travel & Limo Service | Commonwealth Worldwide Executive Transportation,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30323
Settlers Hospitality,https://settlershospitality.com,United States,150,Unknown,,Settlers Hospitality Collection | Official Website,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30333
Cliff Drysdale Tennis,https://cliffdrysdale.com,United States,160,Unknown,,Cliff Drysdale Tennis | Racquet Sports Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30373
Phoenix-Mesa Gateway Airport Authority,https://gatewayairport.com,United States,120,Unknown,,"
	Home | Phoenix-Mesa Gateway Airport
",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30392
Target Hospitality,https://targethospitality.com,United States,770,Unknown,,HOME - TARGET HOSPITALITY,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30407
Travizon,https://travelctm.com,Australia,1900,Unknown,,Corporate Travel Management - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30423
Graves Hospitality,https://graveshospitality.com,United States,38,Unknown,,Graves Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30646
G.A.P. Vassilopoulos Group,https://gapgroup.com,Cyprus,140,Unknown,,G.A.P. Vassilopoulos Group - We add value to your business.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30675
Sunset Hospitality Group,https://sunsethospitality.com,United Kingdom,1300,Unknown,,Sunset Hospitality Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,30942
"Oxford Capital Group, LLC",https://oxford-capital.com,United States,18,Unknown,,Oxford Capital Group LLC,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31093
Posh Hospitality Group,https://poshhosp.com,United States,25,Unknown,,WHERE STYLE MEETS VISION - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31154
Canbnb,https://canbnb.com.au,Australia,11,Unknown,,Canbnb - Airbnb Property Management Service - Australia,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31190
imagine Tours & Travel,https://ittworld.com,United States,17,Unknown,,"Travel, the way it's meant to be - imagine Tours & Travel",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31198
Brick Hospitality,https://brickhospitality.com,United States,12,Unknown,,Brick Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31229
Antrim 1844 Hotel,https://antrim1844.com,United States,46,Unknown,,"Taneytown, MD Hotel | Hotel, Restaurant & Venue near Gettysburg",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31230
Stout Street Hospitality,https://stoutstreethospitality.com,United States,18,Unknown,,Stout St. Hospitality – Stout St. Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31234
The Army and Navy Club,https://armynavyclub.org,United States,62,Unknown,,"
	Home - The Army and Navy Club - Washington, DC
",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31242
PHI Hotel Group,https://phihotelgroup.com,United States,23,Unknown,,"PHI Hotel Group - BC | Hotel Management, Ownership and Development",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31289
team travel source,https://teamtravelsource.com,United States,73,Unknown,,"Event Housing, Tournament Housing for Youth Sports - Team Travel Source",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31304
COUNTRYWIDE HOTELS,https://countrywidehotels.co.uk,United Kingdom,29,Unknown,,Countrywide Hotels - Smart Hotel Management Services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31311
P&P Group Ltd,https://ppgroup.travel,United Kingdom,28,Unknown,,P&P Group – Travel & Technology,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31321
Authentic Amish,https://discoverlancaster.com,United States,24,Unknown,,"Visit Lancaster County, PA | Discover Lancaster",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31327
"Experience Fayetteville, AR",https://experiencefayetteville.com,United States,30,Unknown,,Visit Northwest Arkansas | Things to Do in Fayetteville,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,31348
